id,desc_en
7540,"■ A famous restaurant specializing in Tsuyama hormone udon, according to Tabelog."
7541,■Tottori Sand Dunes
7542,■ Nagato Gorge: A famous spot for autumn foliage.
7543,"■Opened in November 2020 by a relative of the owner of the extremely popular and famous restaurant ""Shukaen"". Parking is available at the nearby Onomichi City Hall parking lot, which is free for 30 minutes. Google Maps, Tabelog"
7544,"■Discovered a hidden gem! Free parking and public toilets. Confirmed they are not closed at night. The parking lot at the mountaintop is flat and level. Despite being in such a remote location, the toilets are clean, well-maintained flush toilets! They must have spent a considerable amount of money on septic tanks and other facilities. I was very surprised. It's quite high up, at an altitude of about 450m. Cell phone reception (Docomo, SoftBank) is barely available. The downsides are that it's a famous night view spot so there's a possibility of attracting troublemakers, and the complete lack of people makes safety somewhat questionable. (Confirmed on-site by administrator in October 2021)"
7545,"■A real hidden gem! Free parking and public toilets. Confirmed not to be closed at night. The toilets are clean flush toilets, including Western-style. It's on the side of a mountain but the ground is flat and level. No one comes at night so it's very quiet. Cell phone reception is OK. Safety is at your own risk. A really great hidden gem. (Confirmed on-site by the administrator in March 2023)"
7546,"■Unfortunately, the parking lot is closed at night. The public toilet is a pit toilet and smells bad, but it is usable at night. This is a dead end, so no one comes here at night. It's incredibly quiet. You can park your car on the side of the road and sleep in it. There are birds that make a creepy squawking sound at night, which is unsettling. I wouldn't really recommend it. The fact that it's extremely quiet is a plus. Docomo signal is barely there, only one bar of signal."
7547,■The parking lot is small but quiet. (Older post from before 2019)
7548,"■The parking lot is located along a main road, so it's noisy. There's surprisingly a lot of traffic even at night. WiMAX signal is OK. If you prefer a quieter place, you can park a few cars behind the roadside station building, and it's very quiet there (though you might be suspected of something and reported). (Older post from before 2019)"
7549,■The parking lot is located along a main road and is noisy. It gets quite noisy when trucks pass by (older post from before 2019).
7550,"■Parking: 114 spaces (109 for regular cars, 5 for large vehicles [24-hour access]). Restaurant ""Umi to Yuhi no Restaurant Wakuwaku-tei"": Opening hours 10:00-18:00 (closing times vary in summer and winter). (Older post from before 2019)
■Report from our site's readers: In-car TV reception available, free WiFi available, no WiMAX2+ signal. The restaurant is open until 18:00, but last orders are at 5:30. The toilet's outer wall is made of glass and offers a view of Tsunoshima Bridge. There are also ancient burial mounds. (Older post from before 2019)"
7551,"■Maximum charge of 330 yen for 24 hours after parking. See details for rates.
■Report from a reader of this site: I actually stayed here. It's located next to a police station and tax office, making it a very quiet place. You can use the toilets in the park next door. In spring, the cherry blossoms bloom, and it's nice to take a walk in the morning. The entire area is a flat, open parking lot, so it's fine for campervans and high-roof vehicles. There's a hot spring, Shimanami Onsen Kisuke no Yu (a highly-rated hot spring and sauna, see details), about a 13-minute walk away. There's also a Lawson convenience store and Imabari Castle within walking distance. I stayed here during my pilgrimage, and there are many temples nearby, so it's a good base for visiting them. (Posted: December 2023, by c)"
7552,"■One of the best viewpoints and night view spots in the Chugoku region. A spectacular view. Try searching for images.
■There is free parking and restrooms, but unfortunately, there is a sign posted by the police station stating that ""entry is prohibited from 11 PM to 5 AM,"" and at 11 PM, a patrol car comes and cars are chased away. Overnight parking is not permitted here. (Confirmed on-site by administrator in January 2022)"
7553,"■Cloudy brown water. 600 yen, details"
7554,"■Apparently, their local seafood rice bowls are cheap and delicious. (Tabelog)"
7555,"■ You can draw groundwater ""golden water""."
7556,"■The first parking lot is along a main road, and huge trucks pass by constantly, even at night. There are reports that the back parking lot is quieter and recommended. (Older post from before 2019)
■Report from a reader of this site: Tokushima Prefecture, Michi-no-Eki Sadamitsu. It's said to be noisy because it's along the road, but there's a second parking lot in the back. It's quiet, but the toilets are far away. The restaurant is open until 6:30 pm. (Older post from before 2019)
■The toilets are really far from the back parking lot... But thanks to that, it's quiet. (Older post from before 2019)"
